"path","bytes","sha256"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k1_s2_withheld.jsonl","542474","1fab22a2047f38f5e2a987f25fa91db8fa928f0a311273b8412f21f6be216857"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k1_s3_control.jsonl","572867","0b91961911c4406d302fdc3a4cf837359d5c70b1cc9f63182502d8b26b4c548b"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k1_s3_withheld.jsonl","559023","b82a6d44a2f9de908e43cefec42667736498315d3d976a02e4b47acf83767b5b"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k1_s4_control.jsonl","557286","406659d2c1d02bb968e49da18cf9fe6e0239b61aafa8196bbefb3062fd8d9747"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k1_s4_withheld.jsonl","630458","193d141e45094b3a064a3a25f6be76009ae01fddc25f1dacd07a0e563c4c1a6c"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k1_s5_control.jsonl","575389","7d3b71b3d270b0f862066e3bd23c9140c44b2cb05a8866c167e6eab572a01612"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k1_s5_withheld.jsonl","546423","9abd19570a478c0ff14dda6992cce25c1a0214d2363f7c65da0c00f80d6b7ecb"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k2_s1_control.jsonl","564498","e4c0775bb26ffc83a11438bdc834055de700ef04eb9d6e3128c0829fd7295f4e"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k2_s1_withheld.jsonl","578620","0342989dbab1f219fee0287d6424b30c0706f50003fe2257ca493460efb23e35"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k2_s2_control.jsonl","561152","ad3001ca4a46c1218bb84888c2b293239d7ce3ea2966f0f74e7c2186e69a564b"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k2_s2_withheld.jsonl","600056","975581a3ac1fdc4cfc3840b97958d7f7d4fe4070947fee7de46312e7e391f21f"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k2_s3_control.jsonl","578043","286132a7c4867aa3cc4746604df0493cf4ae3f3b78ac25bd10a8a6f1a248aa2b"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k2_s3_withheld.jsonl","545097","860d8c59be2992e29512ca07c06e31703d71fe7bcdbf2829e2e810a151ab0762"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k2_s4_control.jsonl","547138","35eef84d5011e09a9db10945538d4b6c02fbaffebe224161dba9c76f3327c7a7"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k2_s4_withheld.jsonl","634470","00ac672cf5b11e37f19853203836bffd0de98b6b1f7d9cf9b06bfdf8c41726ee"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k2_s5_control.jsonl","563316","b974bee5446b287697042e37039082935a1242946b2ed7043be075bbdfab5c83"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k2_s5_withheld.jsonl","582583","031baf8aebcbda9c7d4a59a5a341ce529b189d1b09b26a2f890734b8f16faa32"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k3_s1_control.jsonl","557182","779c50a4ec369992ed7cb863a0d624fd82f43bdfed8994e0cd4cf22ac4d33285"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k3_s1_withheld.jsonl","580298","b599a1ed5bfef5b80ac678a091f08391a288155a1b6542a81a93a9328c97c315"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k3_s2_control.jsonl","562528","f142e68e51e36e94c6eaa5fed73ddd848ae0d65c0825a2ea4ae7210458f673ec"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k3_s2_withheld.jsonl","583292","facbf20417a6d6fd804c49daec198cc9a450f82ba8327321beba34b0cb1ce0d6"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k3_s3_control.jsonl","568445","cb47b468cd6c607b2b4325c09d6ec3ff6f6c26b585ae7efd38281dab099dcb96"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k3_s3_withheld.jsonl","570597","d7a4e3f9206aaa896e811fcb8d866cf3dd3315cbe4aa14317aafbe7d7b0ccd4d"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k3_s4_control.jsonl","561764","80c864b3c87340629655ca62dc1f1d2ebc5dd091b68c0e94893d33230118c0c0"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k3_s4_withheld.jsonl","578236","8de88df981aea7ef82c7f2d59f74f399b57b080d48e186d1b73d2fb8c0f9dfca"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k3_s5_control.jsonl","560124","88f8e40daf45f1f46f601111b7934e520e2b886d64b7b67c19905555d18cd642"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k3_s5_withheld.jsonl","582754","0ef356fa38ff70702843477a9faa6dc9d4655d45ddbdecdb32af10a70dc9adab"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k5_s1_control.jsonl","571491","94184dea31924fe0c31aea8ccc439c99cdee3659862bfa47c9344504163fd188"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k5_s1_withheld.jsonl","575748","11d9b3ecd56e8c9cdd8b6f7cf61b6359c0398c01735a063bc7f929b1f2b3584c"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k5_s2_control.jsonl","553023","7222d91d1eef053a217729dfd5124526d2dd3224ca0872f509e8202ad561d60e"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k5_s2_withheld.jsonl","581028","46191b258d903556d58d3969cd4efa57dd2e03023e2a4d0ce164e03e441eb754"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k5_s3_control.jsonl","558813","4ce885acf52f507ef80280212e88f64cebcaca0b0e629a9620c319dc27e45d04"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k5_s3_withheld.jsonl","579784","d856ec08775c9edb0805bf34c923c895ffd3669eb05894bb5944d2d21256fc8f"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k5_s4_control.jsonl","553256","d732c2f1aba2c5e9c005914ef4c14676ffe754a3d84ae4aebe1ce6e1d1c3c213"
"source_snapshot/artifacts/withheld_pairs_20260923/holdouts/k5_s4_withheld.jsonl","584630","dc4e8562725c6d062d2b0a608a7e5b86b18cf11111c232c462a9df7d759a1f56"
"source_snapshot/pyproject.toml","658","11123b9fdb07f0269fe851c7cee16e80532bd46b95b69149845747d61811e502"
"source_snapshot/reports/build_work_report_20260922_24.py","17107","35d2e4bfbe9344ad51e72683d695bd695242e9b776dc45c168d9fc3fe4623fe0"
"source_snapshot/reports/grpo_entropy_20260923/AMENDMENT_001.md","803","e106f4ec5502fa87df9f1e65e3b07c8a976be12449332f76c892c616669341a4"
"source_snapshot/reports/grpo_entropy_20260923/AMENDMENT_002.md","665","d6df2eb192746e80cd3fd8dcce17af506edec7f1bbd1bd8645b02fda1d363016"
"source_snapshot/reports/grpo_entropy_20260923/AMENDMENT_003.md","1265","609e3f794c2271f2cc2834088efff3df2115f13316723972e20fcae15ab11c01"
"source_snapshot/reports/grpo_entropy_20260923/AMENDMENT_004.md","1790","3f9027ca2e48b4e0ba1c2743d0ee1b65569c0a22905c23b52a19452b853b16db"
"source_snapshot/reports/grpo_entropy_20260923/audit_ablation.py","21869","6101aaaeedf44f511ffc1da6795ff40363da49b90fd40389ab325d256d50211e"
"source_snapshot/reports/grpo_entropy_20260923/benchmark_evaluation.py","2276","71c1f90a30bd805ef89c8f073fba50f2ca12c531d3408746326887400b86e067"
"source_snapshot/reports/grpo_entropy_20260923/build_grpo_run_index.py","2868","3f2846b81554a1275eb1f928d33f23ec3340889eb1996f128af75081df66f62a"
"source_snapshot/reports/grpo_entropy_20260923/bundle_ablation.py","9076","be1846fa37c8d3299c4e887be00ad3f42e092932a2c43a7bbfa20a8480e5dbe4"
"source_snapshot/reports/grpo_entropy_20260923/data/paired_ablation/analysis_summary.json","980","45eef320550741d0075408089ec6ea21ddcb33ae9fd707db7e4943e7435619f1"
"source_snapshot/reports/grpo_entropy_20260923/data/paired_ablation/group_blocks.csv","2547","a667665d7afe79baf7aa09dd816f3e0960d1d213e7d2ddc955edd6ed11e21234"
"source_snapshot/reports/grpo_entropy_20260923/data/paired_ablation/group_steps.csv","80335","ff39e56f7adcb3db05440c0e12f0cf40666b98d0f0ee6a9ef476bab39fce4e31"
"source_snapshot/reports/grpo_entropy_20260923/data/paired_ablation/grpo_entropy_150step_paired_audit.zip.sha256","104","d886233be99bd4336ea0e8426ea84b93e11f915894efa9709c91fe5664610340"
"source_snapshot/reports/grpo_entropy_20260923/data/paired_ablation/hit_k.csv","15000","8b49c2a695d92d94bb8f94c5d112ec9af15846a43e1521609cc03e777bd1ec1b"
"source_snapshot/reports/grpo_entropy_20260923/data/paired_ablation/seed_metrics.csv","1644","8301626a892aec41ff2a793fb27dbbd67d1f8c3e23bf5024af8f6f90ad5c5604"
"source_snapshot/reports/grpo_entropy_20260923/data/paired_ablation/task_metrics.csv","659588","31391058843dd4e6d9086452058e63ce13bef37d1f4f6623f500f76a4c86b184"
"source_snapshot/reports/grpo_entropy_20260923/data/run_index_verified.csv","315","3871e74c08a049b6f1c1d99045ce20d0017729b5109ee6d4f87837d8b12186d3"
"source_snapshot/reports/grpo_entropy_20260923/DURATION_FREEZE_FP32.json","1303","2d3ba9b90f376cd81a49605f8abb9175f649c765494b6f5c5b512f84d81c2b91"
"source_snapshot/reports/grpo_entropy_20260923/DURATION_FREEZE.json","960","d41f2bfaf5f785c422ff606b561e21af0ab31238395b52b88b57258d42822b0d"
"source_snapshot/reports/grpo_entropy_20260923/existing_logs_audit/grpo_audit_summary.json","595","4c16eff9e3b50d3fd1a6cd560aafa2cc941d5ee4ea20f3d0e8188a3fe5ce56cf"
"source_snapshot/reports/grpo_entropy_20260923/existing_logs_audit/grpo_blocks_per_seed.csv","8671","eed27a74a7fd93fa7129177ba3c5ea9eb87637eb883c264612df941c633685f4"
"source_snapshot/reports/grpo_entropy_20260923/existing_logs_audit/grpo_groups.csv","219262","1914831f742b3e742ee38b733a9e776c93b8ea5a0d97422a3f4cdff0a190cb64"
"source_snapshot/reports/grpo_entropy_20260923/grpo_queue.py","18490","eb263e0f54a16f81fc0790b2cdffa57ce753adc0dbca9d24183361aae6f893c4"
"source_snapshot/reports/grpo_entropy_20260923/metrics.py","4341","64c06d070526b2e227b9c6eba4ff405f6ec32ac1c6c7092e136c4b56a65fbfa3"
"source_snapshot/reports/grpo_entropy_20260923/prepare_holdout.py","4114","a63a856b6e117335886c2361053f187039c740c0bafb2e24b74fe9fce3858305"
"source_snapshot/reports/grpo_entropy_20260923/PROTOCOL.md","4055","8ee87d02bb7c9617f15a18c9c3ff1c2628d69d6d4591c6a8d1fcc7829c2a568b"
"source_snapshot/reports/grpo_entropy_20260923/run_ablation.py","14347","5e0d5c1fe53be54e75f0bea01bf94a865dd3f73827ef47409482b8ee14299188"
"source_snapshot/reports/grpo_entropy_20260923/run_evaluation.py","9316","815b78726b9c0b8053fe87cb9d016a979d6f98a8b94c5dac4717d385238374a5"
"source_snapshot/reports/grpo_entropy_20260923/test_audit_ablation.py","2232","74790851e884c1425e3b76101d8281e109d2dc5f5eb0bce4d799d602fe86fcf3"
"source_snapshot/reports/grpo_entropy_20260923/test_benchmark_evaluation.py","548","decb3a425c44b00a8848a4606b2435f6eb98f8a1d4c912c87ac7f65be075372b"
"source_snapshot/reports/grpo_entropy_20260923/test_build_grpo_run_index.py","1867","8875594cf453ab3a14e7bb3834e4a8d893fed51e48bf0100fdc06218fdb942ea"
"source_snapshot/reports/grpo_entropy_20260923/test_bundle_ablation.py","5260","cd2777f097e4509ca34cf2d76382f4c5cbb2b911fe5af31a1159bd816a40e95f"
"source_snapshot/reports/grpo_entropy_20260923/test_duration_freeze.py","1868","4282766df509ba22ef307864c3ed6ee46391262ac4597ba80fb080608bbb69e6"
"source_snapshot/reports/grpo_entropy_20260923/test_grpo_entropy_metrics.py","2320","eca43aaab051e24656a819e5ad93724a5aeeba318151882c966479ee1b519654"
"source_snapshot/reports/grpo_entropy_20260923/test_grpo_queue.py","5211","8a568ac0bc2145f92ade2d2d4e1a65bc1cc779387cf288ab32882dd70cfd7e4d"
"source_snapshot/reports/grpo_entropy_20260923/test_prepare_holdout.py","1321","e5ecbf71b1128cde56152de9d719d7c04ef6e9c3bfa4fa2a4e963d790f1d850d"
"source_snapshot/reports/grpo_entropy_20260923/test_protocol_hashes.py","480","87a3f082318bc56c5b7954858225fe0f1a63f1749344018d0af6055ecd3321d4"
"source_snapshot/reports/grpo_entropy_20260923/test_run_ablation.py","2451","70a03f1972cf57a59305c52dda5ce82cef22c01507f11ba0f40d32bf550c7dda"
"source_snapshot/reports/grpo_entropy_20260923/test_run_evaluation.py","1395","146a1831ec5ca33a1524743baaf8b192fc6108eea2d3dcdc2a2e5cb59ad1ddb6"
"source_snapshot/reports/overnight_20260923_24/ACCEPTANCE_CHECKLIST.md","4326","99b522c5138d1ef865ff9e722d09edab7080164b2ca48652a7bc82a5fde5e237"
"source_snapshot/reports/overnight_20260923_24/check_report.py","4280","c9390a8b3201dfed18281e1df2f182b4e497c86deaa7461edbb0a5f5a4f7fa48"
"source_snapshot/reports/overnight_20260923_24/FINAL_REPORT.md","12634","394069ac88493297720a3bca93ca7cb3a35c21d671fa54b942db2e13b1c28cca"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/ccmplanner_k1s1.jsonl","3792","cf91fa21417f517ad825c50c1c4ecb95c70aea42415419d1b2c190553e11cc68"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/ccmplanner_k1s2.jsonl","5789","a2717cadb8e692cd75610fbca21d331e9a24568b99814f8f97ac694dbf9e2135"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/ccmplanner_k1s4.jsonl","4936","a3d27856bc3f4620da92c2eb82102d417a8e03916ad380e3feaa9aa6c8fca752"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/ccmplanner_k2s2.jsonl","4232","2553fd8fbc9b2259a52ccc89d3be3a6330e016e08961e2164c6193c8d7d952e9"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/ccmplanner_k2s5.jsonl","4232","0e6404494d8074a167f155c5db4448bee814e5b49866d36d76762d157df68a5e"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/ccmplanner_k3s1.jsonl","4232","24838456d3546e49bbdf448113e1d9e8e42f654e2276ec8e45302c6fc08ac388"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/ccmplanner_k3s3.jsonl","4232","85d7a9f713bb88a4351dc5de20ba0e71f657bfef52f144d5cea946412cd44ca7"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/cds2_k2s1.jsonl","4232","fb4d5b56bf07b42294dbd93c6e764a02528f8b71e26ec30ad629048297a67f65"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/cds2_k2s3.jsonl","4936","ab3aa841e9e9eb1957aa461327d7a97df5ebeb2c492d7c3ab6dc3dabe1801e32"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/cdsserver_k1s3.jsonl","4232","8029a2d51709d29bfe05ee972531a0d12f94ef57d15dc5771da57d4001cc31b1"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/cdsserver_k1s5.jsonl","4232","2bf47c7e2dbde7d1745e7ab4b8c683fe793aec45d36190300d2a3a5001c3f504"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/cdsserver_k2s4.jsonl","4232","001c4a3afaff24167b214125b5c476cbc858eccfa1c69f91b9f6b15c5b473af0"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/cdsserver_k3s2.jsonl","4232","6b97e1bee4dd2fb2ca59005b907a95f00a4b7a66527d341bf2ddc427693f82f4"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/README.md","2252","9baabe359b07c6d36019789d37ba0bd050cbabaab16719c9f36a99c1dd03c71e"
"source_snapshot/reports/overnight_20260923_24/queue_snapshots/20260924_final/run_index.csv","8215","9a2926fa44e6bb1b10201d037ef873c9cdaf2c489e195fdb7429822afe5ac196"
"source_snapshot/reports/overnight_20260923_24/test_check_report.py","2587","c05ada5a3a57869917b35ced162145582f60e8607dad9089ba23de8c9bf6381f"
"source_snapshot/reports/trajectory_diversity_20260922/ANALYSIS_PROTOCOL.md","2877","ca78f73e5f6537f788f081c25e191582332d65bb9ff5154280238c7989f9a314"
"source_snapshot/reports/trajectory_diversity_20260922/analysis.py","10428","b69f371cd29260305c949909401342c0968adf017c757844167b5f4459d4260c"
"source_snapshot/reports/trajectory_diversity_20260922/analyze_experiment.py","10831","1ca2e8a1f7be8f864e69704da835e956160f40ec6702aa3261489023c69eadae"
