sampler,seed,step,block,task_id,group_class,mean_reward,cumulative_tasks_reached,cumulative_unique_correct_programs,correct_count,unique_answers,sample_entropy_nats,collision_fraction,unique_correct_answers,correct_sample_entropy_nats
iid,0,80,4,c3230c325dbe3b046c21,all_wrong,0.0,1,1,0,1,-0.0,1.0,0,
iid,0,81,4,e19815e575c67d65d6d6,all_wrong,0.0,1,1,0,2,0.37677016125643675,0.75,0,
iid,0,82,4,b8610bc345dfbc4c2b94,all_wrong,0.0,1,1,0,1,-0.0,1.0,0,
iid,0,83,4,528d3d894d60c2b26473,all_wrong,0.0,1,1,0,1,-0.0,1.0,0,
iid,0,84,4,6fe6428696d1bda6dcdb,all_wrong,0.0,1,1,0,1,-0.0,1.0,0,
iid,0,85,4,6fddb775dfc78fbffd3f,all_wrong,0.0,1,1,0,1,-0.0,1.0,0,
iid,0,86,4,d62b9ce05813dccdbae5,all_wrong,0.0,1,1,0,1,-0.0,1.0,0,
iid,0,87,4,4db70371d92b545bd09e,all_wrong,0.0,1,1,0,2,0.6615632381579821,0.4642857142857143,0,
iid,0,88,4,ef175a0420dcffd4a635,all_wrong,0.0,1,1,0,1,-0.0,1.0,0,
iid,0,89,4,22196ceeee8485da3677,all_wrong,0.0,1,1,0,1,-0.0,1.0,0,
iid,0,90,4,70802cd8dfb912800eac,all_wrong,0.0,1,1,0,1,-0.0,1.0,0,
iid,0,91,4,e6d56dad889595b1db3b,all_wrong,0.0,1,1,0,2,0.6931471805599453,0.42857142857142855,0,
iid,0,92,4,dc55e5d72251ed53732b,all_wrong,0.0,1,1,0,2,0.37677016125643675,0.75,0,
iid,0,93,4,fcb3ba347163d9983308,all_wrong,0.0,1,1,0,1,-0.0,1.0,0,
iid,0,94,4,1abb8f5eb5e604d3bb10,all_wrong,0.0,1,1,0,2,0.37677016125643675,0.75,0,
iid,0,95,4,7dd7d737d3b8c0981663,all_wrong,0.0,1,1,0,1,-0.0,1.0,0,
iid,0,96,4,4abba5ed5683e973a9b5,all_wrong,0.0,1,1,0,2,0.5623351446188083,0.5714285714285714,0,
iid,0,97,4,596fd88d55ffccc82db1,mixed,0.375,2,2,3,2,0.6615632381579821,0.4642857142857143,1,-0.0
iid,0,98,4,9247fc6a258fa2c52946,all_wrong,0.0,2,2,0,1,-0.0,1.0,0,
iid,0,99,4,d5bdbdb166afffeb25da,all_wrong,0.0,2,2,0,1,-0.0,1.0,0,
iid,0,100,4,8491a8968779a6ac5e3b,all_wrong,0.0,2,2,0,2,0.6615632381579821,0.4642857142857143,0,
iid,0,101,5,ff3131068ead3bdc67f5,all_correct,1.0,3,3,8,1,-0.0,1.0,1,-0.0
iid,0,102,5,0f3d59ce3c2ca503cb3a,all_wrong,0.0,3,3,0,1,-0.0,1.0,0,
iid,0,103,5,bd67c5f394cd058b6a30,all_wrong,0.0,3,3,0,1,-0.0,1.0,0,
iid,0,104,5,947d983c078d61eb73dc,all_wrong,0.0,3,3,0,1,-0.0,1.0,0,
iid,0,105,5,941d1659e299d32b5509,all_correct,1.0,4,3,8,1,-0.0,1.0,1,-0.0
iid,0,106,5,8981c8a2bbb0f7338850,all_wrong,0.0,4,3,0,3,0.9002560512685369,0.39285714285714285,0,
iid,0,107,5,34c2c231b3b0bb437382,all_wrong,0.0,4,3,0,1,-0.0,1.0,0,
iid,0,108,5,da8d740dbe335398ce88,all_correct,1.0,5,3,8,1,-0.0,1.0,1,-0.0
iid,0,109,5,76f90bf6e885e69b0a89,all_wrong,0.0,5,3,0,2,0.37677016125643675,0.75,0,
iid,0,110,5,9db8536e4fd843db257f,mixed,0.25,6,4,2,3,0.9002560512685369,0.39285714285714285,1,-0.0
iid,0,111,5,f528410ef35f647cdf70,all_wrong,0.0,6,4,0,2,0.6931471805599453,0.42857142857142855,0,
iid,0,112,5,9886fb653aa0e0f98c6c,all_wrong,0.0,6,4,0,2,0.37677016125643675,0.75,0,
iid,0,113,5,d1e9cd7b0c49ad949db2,all_wrong,0.0,6,4,0,2,0.5623351446188083,0.5714285714285714,0,
iid,0,114,5,fe0b9f9eb2341c473ef3,all_wrong,0.0,6,4,0,1,-0.0,1.0,0,
iid,0,115,5,873684023f572450072f,all_wrong,0.0,6,4,0,2,0.37677016125643675,0.75,0,
iid,0,116,5,947517d0d59a19a72ad7,all_wrong,0.0,6,4,0,4,1.0735428464085233,0.35714285714285715,0,
iid,0,117,5,c0e8bc1fb6092159dd6f,all_wrong,0.0,6,4,0,2,0.5623351446188083,0.5714285714285714,0,
iid,0,118,5,6ce79849a45a488c196d,all_wrong,0.0,6,4,0,1,-0.0,1.0,0,
iid,0,119,5,05b0a2384ae6a380c7d2,all_wrong,0.0,6,4,0,1,-0.0,1.0,0,
iid,0,120,5,48809c9ccc0ba30c59c9,all_wrong,0.0,6,4,0,1,-0.0,1.0,0,
iid,0,121,5,8d2e2c51a12026ae3f10,all_wrong,0.0,6,4,0,1,-0.0,1.0,0,
iid,0,122,5,05e55afea76e67ea6ccc,all_correct,1.0,7,4,8,1,-0.0,1.0,1,-0.0
iid,0,123,5,650c00763900b7f4e071,all_wrong,0.0,7,4,0,1,-0.0,1.0,0,
iid,0,124,5,194b465fc259ddd42d3c,all_wrong,0.0,7,4,0,1,-0.0,1.0,0,
iid,0,125,5,78d4a79b4b77193c2a38,all_wrong,0.0,7,4,0,1,-0.0,1.0,0,
iid,0,126,6,64c3e013c7bba3ab8a30,all_wrong,0.0,7,4,0,1,-0.0,1.0,0,
iid,0,127,6,7bab8dea0d18f5ff37cb,all_wrong,0.0,7,4,0,3,1.0821955300387671,0.25,0,
iid,0,128,6,23376bee554fd8074c0c,all_wrong,0.0,7,4,0,1,-0.0,1.0,0,
iid,0,129,6,93823a7cc4df2d29e9d1,all_wrong,0.0,7,4,0,2,0.6615632381579821,0.4642857142857143,0,
iid,0,130,6,9146fc6fb12cdebc55c7,all_wrong,0.0,7,4,0,1,-0.0,1.0,0,
iid,0,131,6,468a783e528f80469a12,all_wrong,0.0,7,4,0,1,-0.0,1.0,0,
iid,0,132,6,4d303008bd587932a929,all_wrong,0.0,7,4,0,2,0.6931471805599453,0.42857142857142855,0,
iid,0,133,6,1f0d8a6c547ab1be9881,all_wrong,0.0,7,4,0,2,0.37677016125643675,0.75,0,
iid,0,134,6,2550c7a734bf9d1df18f,all_wrong,0.0,7,4,0,1,-0.0,1.0,0,
iid,0,135,6,dc89697610c74fca8a66,all_wrong,0.0,7,4,0,2,0.5623351446188083,0.5714285714285714,0,
iid,0,136,6,61487b72c6261bf53073,all_wrong,0.0,7,4,0,2,0.37677016125643675,0.75,0,
iid,0,137,6,dbd98eaa0810481218b4,all_wrong,0.0,7,4,0,1,-0.0,1.0,0,
iid,0,138,6,b86ae3e6251fe7792e14,all_wrong,0.0,7,4,0,3,0.9743147528693494,0.32142857142857145,0,
iid,0,139,6,cd0d39d8b07b3b99d88a,all_wrong,0.0,7,4,0,3,0.9743147528693494,0.32142857142857145,0,
iid,0,140,6,7b388d98ae0d944f1925,all_wrong,0.0,7,4,0,1,-0.0,1.0,0,
iid,0,141,6,0942ca362c9bb4e92156,all_correct,1.0,8,4,8,1,-0.0,1.0,1,-0.0
iid,0,142,6,5a8613d101df5db899bd,all_wrong,0.0,8,4,0,6,1.7328679513998633,0.07142857142857142,0,
iid,0,143,6,9fbac876b450cde1cadf,all_wrong,0.0,8,4,0,1,-0.0,1.0,0,
iid,0,144,6,5abe24088e2cc62a64de,all_wrong,0.0,8,4,0,1,-0.0,1.0,0,
iid,0,145,6,8c6e2943c4bb9c2e5cda,all_wrong,0.0,8,4,0,1,-0.0,1.0,0,
iid,0,146,6,fe5aace7fc6d828a6d44,mixed,0.125,9,4,1,3,0.7356219397587946,0.5357142857142857,1,-0.0
iid,0,147,6,18bb600571e811780aeb,all_wrong,0.0,9,4,0,4,1.0735428464085233,0.35714285714285715,0,
iid,0,148,6,ce61e0eb7137279c8cfb,all_wrong,0.0,9,4,0,2,0.5623351446188083,0.5714285714285714,0,
iid,0,149,6,9777165aa1a5c0f1b439,all_wrong,0.0,9,4,0,2,0.5623351446188083,0.5714285714285714,0,
iid,0,150,6,46b190e25d53f7f5f817,all_wrong,0.0,9,4,0,2,0.37677016125643675,0.75,0,
iid,0,151,7,f4c34dd4d2db54587fe7,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,152,7,391b5fce3e24abe2254b,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,153,7,d4a1cfb3981ba5d515d3,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,154,7,055c0b3e9c73b912946f,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,155,7,9ccabee528f1681eb246,all_wrong,0.0,9,4,0,3,1.0397207708399179,0.2857142857142857,0,
iid,0,156,7,c2b55f70979ccb528146,all_wrong,0.0,9,4,0,2,0.37677016125643675,0.75,0,
iid,0,157,7,a0a04fd3d53e65772151,all_wrong,0.0,9,4,0,2,0.37677016125643675,0.75,0,
iid,0,158,7,c9836a00dc3f36bdb5c2,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,159,7,69321ce445a5539853b7,all_wrong,0.0,9,4,0,3,0.7356219397587946,0.5357142857142857,0,
iid,0,160,7,b43b6f62a988f6f5b9e9,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,161,7,069ee2efb67b497c0ac5,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,162,7,9ce1e8b938112d4d4c6c,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,163,7,6c001c7ad666d12885f6,all_wrong,0.0,9,4,0,2,0.37677016125643675,0.75,0,
iid,0,164,7,61d835a76e24f605aefc,all_wrong,0.0,9,4,0,2,0.37677016125643675,0.75,0,
iid,0,165,7,5b40b0801b39319f2601,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,166,7,2e1f9ced3a1d3a3a401c,all_wrong,0.0,9,4,0,2,0.5623351446188083,0.5714285714285714,0,
iid,0,167,7,95eaa1f805e4464e5465,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,168,7,1deb18d5faa29ac53b03,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,169,7,2de4e7cb2a37514cdc4c,all_wrong,0.0,9,4,0,3,0.7356219397587946,0.5357142857142857,0,
iid,0,170,7,0e25805e3a68f642e9a7,all_wrong,0.0,9,4,0,2,0.37677016125643675,0.75,0,
iid,0,171,7,7e6941bc8b261c9bdf46,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,172,7,5e9c3e0f43a4a996cf19,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,173,7,9cf383eaf4a20437d07f,all_wrong,0.0,9,4,0,3,0.9002560512685369,0.39285714285714285,0,
iid,0,174,7,caf85b1966da82476384,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,175,7,5a5b6600675ad49af7fa,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,176,8,a47c9f60d0050c531ce7,all_wrong,0.0,9,4,0,1,-0.0,1.0,0,
iid,0,177,8,ee744132b4161e706199,mixed,0.25,10,4,2,2,0.5623351446188083,0.5714285714285714,1,-0.0
iid,0,178,8,207d3eac8222c945231b,all_wrong,0.0,10,4,0,1,-0.0,1.0,0,
iid,0,179,8,5cc33cd79e147f5aec38,all_wrong,0.0,10,4,0,1,-0.0,1.0,0,
iid,0,180,8,038dbf186d440784b844,all_wrong,0.0,10,4,0,2,0.6615632381579821,0.4642857142857143,0,
iid,0,181,8,e47563a535a1054e5c4b,all_wrong,0.0,10,4,0,1,-0.0,1.0,0,
iid,0,182,8,32dd13b8aae87d07d840,all_wrong,0.0,10,4,0,2,0.37677016125643675,0.75,0,
iid,0,183,8,7fc41e235c90f7dddd90,all_wrong,0.0,10,4,0,1,-0.0,1.0,0,
iid,0,184,8,d3b38e847e624ed82167,all_wrong,0.0,10,4,0,1,-0.0,1.0,0,
iid,0,185,8,fb0836242205e30b2f28,all_wrong,0.0,10,4,0,3,0.9743147528693494,0.32142857142857145,0,
iid,0,186,8,3744e937e15316d76660,all_wrong,0.0,10,4,0,1,-0.0,1.0,0,
iid,0,187,8,ad5efa65c4181f462e3b,all_wrong,0.0,10,4,0,3,0.9002560512685369,0.39285714285714285,0,
iid,0,188,8,35e05333a0e8d104bb11,all_wrong,0.0,10,4,0,1,-0.0,1.0,0,
iid,0,189,8,550066f263874da2c6bf,all_wrong,0.0,10,4,0,1,-0.0,1.0,0,
iid,0,190,8,b84fc00a3abccc9d080e,all_wrong,0.0,10,4,0,1,-0.0,1.0,0,
iid,0,191,8,5a400e19635fe303647f,all_wrong,0.0,10,4,0,1,-0.0,1.0,0,
iid,0,192,8,d4457b06ca71659d6c1e,all_wrong,0.0,10,4,0,4,1.3208883431493221,0.17857142857142858,0,
iid,0,193,8,9108757228d2c727c47b,all_wrong,0.0,10,4,0,3,1.0397207708399179,0.2857142857142857,0,
iid,0,194,8,afaf06828302fc24642b,all_wrong,0.0,10,4,0,4,1.3208883431493221,0.17857142857142858,0,
iid,0,195,8,83f13f48931968a08804,all_wrong,0.0,10,4,0,2,0.37677016125643675,0.75,0,
iid,0,196,8,c4008c5ff93d59fa8e6c,all_wrong,0.0,10,4,0,2,0.37677016125643675,0.75,0,
iid,0,197,8,5ba265e86479190dd2b6,mixed,0.875,11,5,7,2,0.37677016125643675,0.75,1,-0.0
iid,0,198,8,149913b1085c0e7efeb1,all_wrong,0.0,11,5,0,1,-0.0,1.0,0,
iid,0,199,8,4c8afad2b3c02b83f166,all_wrong,0.0,11,5,0,1,-0.0,1.0,0,
iid,0,200,8,d1b1f9d2e1ab7ad7df98,all_wrong,0.0,11,5,0,1,-0.0,1.0,0,
iid,0,201,9,358af1f24c822e0a9a47,all_wrong,0.0,11,5,0,5,1.559581156259877,0.10714285714285714,0,
iid,0,202,9,ea46abb7f2605d636b9a,all_wrong,0.0,11,5,0,2,0.37677016125643675,0.75,0,
iid,0,203,9,579ba8d011d16c0ec216,all_wrong,0.0,11,5,0,1,-0.0,1.0,0,
iid,0,204,9,8b3818b16bb5176cfe5f,all_wrong,0.0,11,5,0,2,0.37677016125643675,0.75,0,
iid,0,205,9,e718645a913043afcbd2,all_wrong,0.0,11,5,0,3,0.9002560512685369,0.39285714285714285,0,
iid,0,206,9,e321529f82c331665331,all_wrong,0.0,11,5,0,1,-0.0,1.0,0,
iid,0,207,9,78390ec877cab9f426af,all_wrong,0.0,11,5,0,1,-0.0,1.0,0,
iid,0,208,9,c017c930fe710d063798,all_wrong,0.0,11,5,0,1,-0.0,1.0,0,
iid,0,209,9,182e0a9e3d838d9240fc,all_wrong,0.0,11,5,0,4,1.2130075659799042,0.25,0,
iid,0,210,9,b60a0986bcbb036f14f0,all_wrong,0.0,11,5,0,1,-0.0,1.0,0,
iid,0,211,9,cde00ae2d594f0d33c4e,all_wrong,0.0,11,5,0,1,-0.0,1.0,0,
iid,0,212,9,9be2574c5e100539a6c2,mixed,0.125,12,5,1,6,1.7328679513998633,0.07142857142857142,1,-0.0
iid,0,213,9,cf78859f172bec896ab6,all_wrong,0.0,12,5,0,3,0.9743147528693494,0.32142857142857145,0,
iid,0,214,9,d7e354ac002bf841af51,all_wrong,0.0,12,5,0,1,-0.0,1.0,0,
iid,0,215,9,d62a79efc58dbf180396,all_wrong,0.0,12,5,0,1,-0.0,1.0,0,
iid,0,216,9,619a76d4f212b9a50556,all_wrong,0.0,12,5,0,3,0.7356219397587946,0.5357142857142857,0,
iid,0,217,9,dd34d92c2fafc4742f4f,all_wrong,0.0,12,5,0,2,0.37677016125643675,0.75,0,
iid,0,218,9,228b8c0191dbb35adac7,all_wrong,0.0,12,5,0,1,-0.0,1.0,0,
iid,0,219,9,fc0c597939083108ba53,all_wrong,0.0,12,5,0,1,-0.0,1.0,0,
iid,0,220,9,71fc27fcf69390db8f37,all_wrong,0.0,12,5,0,1,-0.0,1.0,0,
iid,0,221,9,aba74531ce294295a174,all_wrong,0.0,12,5,0,2,0.6615632381579821,0.4642857142857143,0,
iid,0,222,9,beb301b7347d27085a3a,all_wrong,0.0,12,5,0,2,0.6615632381579821,0.4642857142857143,0,
iid,0,223,9,6fa8a543c58113af3226,all_correct,1.0,13,6,8,1,-0.0,1.0,1,-0.0
iid,0,224,9,5050a2de4777967cdaa5,all_wrong,0.0,13,6,0,1,-0.0,1.0,0,
iid,0,225,9,360fe126190238fbc60c,all_wrong,0.0,13,6,0,1,-0.0,1.0,0,
iid,0,226,10,398706ce258a22ea00c1,all_wrong,0.0,13,6,0,1,-0.0,1.0,0,
iid,0,227,10,d070b6ceaa6a58e86fe3,all_wrong,0.0,13,6,0,1,-0.0,1.0,0,
iid,0,228,10,58d1fb042853a49b5db8,all_correct,1.0,14,6,8,1,-0.0,1.0,1,-0.0
iid,0,229,10,f9c18d1366459d8e6f9c,all_wrong,0.0,14,6,0,2,0.6931471805599453,0.42857142857142855,0,
iid,0,230,10,397a90e0a1bf7902b244,all_wrong,0.0,14,6,0,1,-0.0,1.0,0,
iid,0,231,10,1d0b4334ef1efbf29f32,all_wrong,0.0,14,6,0,4,1.3208883431493221,0.17857142857142858,0,
iid,0,232,10,33b7f3a8a9f93f412958,all_wrong,0.0,14,6,0,1,-0.0,1.0,0,
iid,0,233,10,653e44c6d4a828887f81,all_wrong,0.0,14,6,0,1,-0.0,1.0,0,
iid,0,234,10,a5b89b318429db6071b1,all_wrong,0.0,14,6,0,1,-0.0,1.0,0,
iid,0,235,10,367de3ae8658802f9c8c,all_wrong,0.0,14,6,0,1,-0.0,1.0,0,
iid,0,236,10,4372ce88837a0156dd93,all_wrong,0.0,14,6,0,1,-0.0,1.0,0,
iid,0,237,10,301fb492cd3e430be689,all_wrong,0.0,14,6,0,1,-0.0,1.0,0,
iid,0,238,10,7be4905a13bd49ce40fd,all_wrong,0.0,14,6,0,2,0.37677016125643675,0.75,0,
iid,0,239,10,0905739b30a79fcdc440,all_wrong,0.0,14,6,0,3,0.7356219397587946,0.5357142857142857,0,
iid,0,240,10,8c4b5c8655da411970b5,all_wrong,0.0,14,6,0,1,-0.0,1.0,0,
iid,0,241,10,30c2ddd3fa0e7ff5a6c2,all_wrong,0.0,14,6,0,2,0.37677016125643675,0.75,0,
iid,0,242,10,183489cf47392b992c54,all_wrong,0.0,14,6,0,1,-0.0,1.0,0,
iid,0,243,10,b83f83e94d96454adde9,all_wrong,0.0,14,6,0,1,-0.0,1.0,0,
iid,0,244,10,b5d2c32057cae3eb1011,all_wrong,0.0,14,6,0,1,-0.0,1.0,0,
